Period,Data_value,Series_title_2
2008.06,4533.5,Total
2008.07,4552.3,Total
2008.08,4567.9,Total
2008.09,4573.1,Total
2008.1,4560.0,Total
2008.11,4537.2,Total
2008.12,4522.2,Total
2009.01,4521.4,Total
2009.02,4535.6,Total
2009.03,4554.7,Total
2009.04,4570.3,Total
2009.05,4584.0,Total
2009.06,4603.2,Total
2009.07,4628.1,Total
2009.08,4647.5,Total
2009.09,4659.5,Total
2009.1,4668.4,Total
2009.11,4679.6,Total
2009.12,4699.3,Total
2010.01,4720.7,Total
2010.02,4733.3,Total
2010.03,4739.0,Total
2010.04,4746.2,Total
2010.05,4758.5,Total
2010.06,4776.9,Total
2010.07,4801.4,Total
2010.08,4832.2,Total
2010.09,4866.1,Total
2010.1,4902.1,Total
2010.11,4934.4,Total
2010.12,4961.3,Total
2011.01,4993.1,Total
2011.02,5030.3,Total
2011.03,5064.4,Total
2011.04,5094.6,Total
2011.05,5116.5,Total
2011.06,5128.9,Total
2011.07,5141.4,Total
2011.08,5163.5,Total
2011.09,5189.5,Total
2011.1,5214.6,Total
2011.11,5237.4,Total
2011.12,5255.4,Total
2012.01,5267.5,Total
2012.02,5283.7,Total
2012.03,5307.0,Total
2012.04,5330.3,Total
2012.05,5353.1,Total
2012.06,5379.2,Total
2012.07,5403.8,Total
2012.08,5424.1,Total
2012.09,5439.1,Total
2012.1,5454.7,Total
2012.11,5476.5,Total
2012.12,5504.1,Total
2013.01,5536.3,Total
2013.02,5563.5,Total
2013.03,5585.8,Total
2013.04,5612.4,Total
2013.05,5649.1,Total
2013.06,5687.7,Total
2013.07,5720.1,Total
2013.08,5744.0,Total
2013.09,5767.7,Total
2013.1,5790.6,Total
2013.11,5817.1,Total
2013.12,5841.6,Total
2014.01,5859.2,Total
2014.02,5875.2,Total
2014.03,5897.4,Total
2014.04,5921.6,Total
2014.05,5944.2,Total
2014.06,5959.2,Total
2014.07,5970.8,Total
2014.08,5987.0,Total
2014.09,6013.8,Total
2014.1,6045.1,Total
2014.11,6066.4,Total
2014.12,6083.0,Total
2015.01,6095.8,Total
2015.02,6111.6,Total
2015.03,6136.9,Total
2015.04,6171.0,Total
2015.05,6211.5,Total
2015.06,6259.3,Total
2015.07,6307.6,Total
2015.08,6343.0,Total
2015.09,6366.3,Total
2015.1,6391.6,Total
2015.11,6417.7,Total
2015.12,6438.7,Total
2016.01,6454.0,Total
2016.02,6465.2,Total
2016.03,6481.5,Total
2016.04,6518.0,Total
2016.05,6570.5,Total
2016.06,6617.0,Total
2016.07,6651.2,Total
2016.08,6676.9,Total
2016.09,6704.0,Total
2016.1,6741.6,Total
2016.11,6805.0,Total
2016.12,6886.1,Total
2017.01,6975.0,Total
2017.02,7062.7,Total
2017.03,7132.4,Total
2017.04,7170.6,Total
2017.05,7185.2,Total
2017.06,7187.4,Total
2017.07,7189.5,Total
2017.08,7206.3,Total
2017.09,7249.4,Total
2017.1,7310.0,Total
2017.11,7370.0,Total
2017.12,7419.5,Total
2018.01,7449.0,Total
2018.02,7461.6,Total
2018.03,7472.9,Total
2018.04,7488.9,Total
2018.05,7505.1,Total
2018.06,7531.2,Total
2018.07,7574.9,Total
2018.08,7626.5,Total
2018.09,7660.1,Total
2018.1,7672.4,Total
2018.11,7670.8,Total
2018.12,7671.2,Total
2019.01,7693.6,Total
2019.02,7729.2,Total
2019.03,7755.4,Total
2019.04,7761.7,Total
2019.05,7758.3,Total
2019.06,7760.2,Total
2019.07,7772.1,Total
2019.08,7801.5,Total
2019.09,7842.4,Total
2019.1,7883.8,Total
2019.11,7927.4,Total
2019.12,7967.1,Total
2020.01,8000.3,Total
2020.02,8021.3,Total
2020.03,,Total
2020.04,,Total
2020.05,,Total
2020.06,,Total
2020.07,,Total
2020.08,,Total
2020.09,,Total
2020.1,,Total
2020.11,,Total
2020.12,,Total
2021.01,,Total
2021.02,,Total
2021.03,,Total
2021.04,,Total
2021.05,,Total
2021.06,,Total
2021.07,,Total
2021.08,,Total
2021.09,,Total
2021.1,,Total
2021.11,,Total
2021.12,,Total
2022.01,,Total
2022.02,,Total
2022.03,,Total
2022.04,,Total
2022.05,,Total
2022.06,,Total
2022.07,,Total
2022.08,,Total
2022.09,,Total
2022.1,,Total
2022.11,,Total
2022.12,,Total
2002.08,,Credit
2002.09,,Credit
2002.1,1233.7,Credit
2002.11,1244.8,Credit
2002.12,1254.6,Credit
2003.01,1261.9,Credit
2003.02,1264.5,Credit
2003.03,1263.2,Credit
2003.04,1264.1,Credit
2003.05,1270.7,Credit
2003.06,1283.4,Credit
2003.07,1298.7,Credit
2003.08,1314.6,Credit
2003.09,1331.8,Credit
2003.1,1353.0,Credit
2003.11,1377.7,Credit
2003.12,1402.9,Credit
2004.01,1424.7,Credit
2004.02,1442.6,Credit
2004.03,1457.9,Credit
2004.04,1472.1,Credit
2004.05,1485.4,Credit
2004.06,1498.0,Credit
2004.07,1509.8,Credit
2004.08,1522.1,Credit
2004.09,1535.5,Credit
2004.1,1548.1,Credit
2004.11,1560.4,Credit
2004.12,1570.3,Credit
2005.01,1579.9,Credit
2005.02,1590.1,Credit
2005.03,1602.0,Credit
2005.04,1615.8,Credit
2005.05,1630.2,Credit
2005.06,1643.3,Credit
2005.07,1656.1,Credit
2005.08,1668.6,Credit
2005.09,1679.4,Credit
2005.1,1687.3,Credit
2005.11,1694.5,Credit
2005.12,1705.1,Credit
2006.01,1720.8,Credit
2006.02,1742.6,Credit
2006.03,1767.6,Credit
2006.04,1789.0,Credit
2006.05,1806.2,Credit
2006.06,1819.4,Credit
2006.07,1829.8,Credit
2006.08,1839.0,Credit
2006.09,1849.2,Credit
2006.1,1861.2,Credit
2006.11,1872.9,Credit
2006.12,1886.4,Credit
2007.01,1900.3,Credit
2007.02,1911.1,Credit
2007.03,1920.1,Credit
2007.04,1928.7,Credit
2007.05,1937.6,Credit
2007.06,1948.1,Credit
2007.07,1959.7,Credit
2007.08,1972.4,Credit
2007.09,1987.5,Credit
2007.1,2008.0,Credit
2007.11,2029.0,Credit
2007.12,2042.0,Credit
2008.01,2046.5,Credit
2008.02,2047.8,Credit
2008.03,2050.6,Credit
2008.04,2058.7,Credit
2008.05,2068.1,Credit
2008.06,2075.5,Credit
2008.07,2079.4,Credit
2008.08,2077.7,Credit
2008.09,2066.2,Credit
2008.1,2041.4,Credit
2008.11,2011.8,Credit
2008.12,1989.6,Credit
2009.01,1980.7,Credit
2009.02,1982.5,Credit
2009.03,1985.4,Credit
2009.04,1984.7,Credit
2009.05,1984.9,Credit
2009.06,1990.2,Credit
2009.07,1999.2,Credit
2009.08,2004.9,Credit
2009.09,2007.2,Credit
2009.1,2009.6,Credit
2009.11,2014.4,Credit
2009.12,2023.6,Credit
2010.01,2031.5,Credit
2010.02,2033.7,Credit
2010.03,2033.3,Credit
2010.04,2033.5,Credit
2010.05,2035.1,Credit
2010.06,2039.2,Credit
2010.07,2046.3,Credit
2010.08,2056.2,Credit
2010.09,2066.1,Credit
2010.1,2077.1,Credit
2010.11,2088.2,Credit
2010.12,2097.8,Credit
2011.01,2108.8,Credit
2011.02,2121.3,Credit
2011.03,2131.8,Credit
2011.04,2142.3,Credit
2011.05,2151.0,Credit
2011.06,2156.7,Credit
2011.07,2162.4,Credit
2011.08,2172.5,Credit
2011.09,2187.5,Credit
2011.1,2204.5,Credit
2011.11,2218.5,Credit
2011.12,2226.5,Credit
2012.01,2226.4,Credit
2012.02,2226.4,Credit
2012.03,2231.3,Credit
2012.04,2237.1,Credit
2012.05,2242.6,Credit
2012.06,2250.5,Credit
2012.07,2261.0,Credit
2012.08,2274.2,Credit
2012.09,2288.0,Credit
2012.1,2300.6,Credit
2012.11,2312.1,Credit
2012.12,2322.8,Credit
2013.01,2337.5,Credit
2013.02,2353.3,Credit
2013.03,2369.9,Credit
2013.04,2390.7,Credit
2013.05,2416.1,Credit
2013.06,2439.9,Credit
2013.07,2458.7,Credit
2013.08,2470.9,Credit
2013.09,2482.2,Credit
2013.1,2493.9,Credit
2013.11,2510.2,Credit
2013.12,2527.6,Credit
2014.01,2539.2,Credit
2014.02,2544.4,Credit
2014.03,2549.6,Credit
2014.04,2557.4,Credit
2014.05,2569.7,Credit
2014.06,2582.6,Credit
2014.07,2594.9,Credit
2014.08,2608.7,Credit
2014.09,2627.1,Credit
2014.1,2646.9,Credit
2014.11,2660.4,Credit
2014.12,2669.6,Credit
2015.01,2680.2,Credit
2015.02,2696.6,Credit
2015.03,2720.3,Credit
2015.04,2748.2,Credit
2015.05,2778.7,Credit
2015.06,2811.2,Credit
2015.07,2843.2,Credit
2015.08,2868.6,Credit
2015.09,2888.1,Credit
2015.1,2909.0,Credit
2015.11,2931.8,Credit
2015.12,2949.6,Credit
2016.01,2961.3,Credit
2016.02,2972.0,Credit
2016.03,2989.3,Credit
2016.04,3019.0,Credit
2016.05,3053.4,Credit
2016.06,3081.4,Credit
2016.07,3103.7,Credit
2016.08,3131.3,Credit
2016.09,3173.9,Credit
2016.1,3231.1,Credit
2016.11,3304.8,Credit
2016.12,3390.0,Credit
2017.01,3478.4,Credit
2017.02,3562.1,Credit
2017.03,3626.8,Credit
2017.04,3666.9,Credit
2017.05,3689.6,Credit
2017.06,3710.5,Credit
2017.07,3737.8,Credit
2017.08,3770.0,Credit
2017.09,3805.2,Credit
2017.1,3844.0,Credit
2017.11,3889.1,Credit
2017.12,3943.3,Credit
2018.01,3994.4,Credit
2018.02,4031.1,Credit
2018.03,4049.4,Credit
2018.04,4058.7,Credit
2018.05,4069.4,Credit
2018.06,4092.4,Credit
2018.07,4130.7,Credit
2018.08,4174.7,Credit
2018.09,4206.3,Credit
2018.1,4226.6,Credit
2018.11,4242.4,Credit
2018.12,4264.9,Credit
2019.01,4297.7,Credit
2019.02,4325.7,Credit
2019.03,4335.1,Credit
2019.04,4322.3,Credit
2019.05,4305.3,Credit
2019.06,4302.0,Credit
2019.07,4309.6,Credit
2019.08,4330.9,Credit
2019.09,4361.8,Credit
2019.1,4400.1,Credit
2019.11,4444.6,Credit
2019.12,4486.7,Credit
2020.01,4529.7,Credit
2020.02,4576.9,Credit
2020.03,,Credit
2020.04,,Credit
2020.05,,Credit
2020.06,,Credit
2020.07,,Credit
2020.08,,Credit
2020.09,,Credit
2020.1,,Credit
2020.11,,Credit
2020.12,,Credit
2021.01,,Credit
2021.02,,Credit
2021.03,,Credit
2021.04,,Credit
2021.05,,Credit
2021.06,,Credit
2021.07,,Credit
2021.08,,Credit
2021.09,,Credit
2021.1,,Credit
2021.11,,Credit
2021.12,,Credit
2022.01,,Credit
2022.02,,Credit
2022.03,,Credit
2022.04,,Credit
2022.05,,Credit
2022.06,,Credit
2022.07,,Credit
2022.08,,Credit
2022.09,,Credit
2022.1,,Credit
2022.11,,Credit
2022.12,,Credit
2002.08,,Debit
2002.09,,Debit
2002.1,1591.7,Debit
2002.11,1595.4,Debit
2002.12,1599.6,Debit
2003.01,1604.0,Debit
2003.02,1609.7,Debit
2003.03,1619.0,Debit
2003.04,1632.3,Debit
2003.05,1649.0,Debit
2003.06,1666.7,Debit
2003.07,1683.5,Debit
2003.08,1697.4,Debit
2003.09,1710.2,Debit
2003.1,1723.6,Debit
2003.11,1735.9,Debit
2003.12,1746.7,Debit
2004.01,1756.9,Debit
2004.02,1767.9,Debit
2004.03,1780.7,Debit
2004.04,1794.4,Debit
2004.05,1807.5,Debit
2004.06,1818.9,Debit
2004.07,1828.7,Debit
2004.08,1838.3,Debit
2004.09,1846.9,Debit
2004.1,1855.4,Debit
2004.11,1866.8,Debit
2004.12,1881.4,Debit
2005.01,1898.1,Debit
2005.02,1913.1,Debit
2005.03,1924.5,Debit
2005.04,1934.8,Debit
2005.05,1945.7,Debit
2005.06,1959.5,Debit
2005.07,1975.5,Debit
2005.08,1992.7,Debit
2005.09,2009.1,Debit
2005.1,2023.8,Debit
2005.11,2036.0,Debit
2005.12,2045.1,Debit
2006.01,2053.5,Debit
2006.02,2064.6,Debit
2006.03,2081.0,Debit
2006.04,2101.4,Debit
2006.05,2122.7,Debit
2006.06,2139.8,Debit
2006.07,2152.4,Debit
2006.08,2163.6,Debit
2006.09,2177.3,Debit
2006.1,2194.6,Debit
2006.11,2215.1,Debit
2006.12,2236.6,Debit
2007.01,2258.2,Debit
2007.02,2278.5,Debit
2007.03,2298.0,Debit
2007.04,2315.2,Debit
2007.05,2330.1,Debit
2007.06,2344.1,Debit
2007.07,2357.5,Debit
2007.08,2369.5,Debit
2007.09,2382.5,Debit
2007.1,2397.2,Debit
2007.11,2412.7,Debit
2007.12,2425.3,Debit
2008.01,2432.8,Debit
2008.02,2437.0,Debit
2008.03,2440.8,Debit
2008.04,2447.4,Debit
2008.05,2456.5,Debit
2008.06,2468.0,Debit
2008.07,2482.2,Debit
2008.08,2498.7,Debit
2008.09,2514.5,Debit
2008.1,2525.3,Debit
2008.11,2530.5,Debit
2008.12,2534.4,Debit
2009.01,2540.9,Debit
2009.02,2553.8,Debit
2009.03,2571.0,Debit
2009.04,2587.1,Debit
2009.05,2600.0,Debit
2009.06,2613.4,Debit
2009.07,2628.0,Debit
2009.08,2640.1,Debit
2009.09,2649.0,Debit
2009.1,2656.1,Debit
2009.11,2664.1,Debit
2009.12,2677.8,Debit
2010.01,2692.9,Debit
2010.02,2701.7,Debit
2010.03,2703.6,Debit
2010.04,2706.7,Debit
2010.05,2716.6,Debit
2010.06,2732.9,Debit
2010.07,2754.7,Debit
2010.08,2780.8,Debit
2010.09,2808.0,Debit
2010.1,2834.0,Debit
2010.11,2853.5,Debit
2010.12,2867.8,Debit
2011.01,2884.2,Debit
2011.02,2906.1,Debit
2011.03,2929.4,Debit
2011.04,2949.2,Debit
2011.05,2963.1,Debit
2011.06,2971.7,Debit
2011.07,2979.4,Debit
2011.08,2990.0,Debit
2011.09,2998.4,Debit
2011.1,3005.6,Debit
2011.11,3015.8,Debit
2011.12,3028.5,Debit
2012.01,3042.1,Debit
2012.02,3058.7,Debit
2012.03,3077.0,Debit
2012.04,3092.5,Debit
2012.05,3104.7,Debit
2012.06,3116.6,Debit
2012.07,3126.1,Debit
2012.08,3134.6,Debit
2012.09,3142.5,Debit
2012.1,3151.9,Debit
2012.11,3165.6,Debit
2012.12,3182.9,Debit
2013.01,3200.9,Debit
2013.02,3212.1,Debit
2013.03,3216.8,Debit
2013.04,3221.6,Debit
2013.05,3231.9,Debit
2013.06,3247.1,Debit
2013.07,3261.9,Debit
2013.08,3273.0,Debit
2013.09,3284.4,Debit
2013.1,3295.6,Debit
2013.11,3308.1,Debit
2013.12,3319.6,Debit
2014.01,3327.7,Debit
2014.02,3334.4,Debit
2014.03,3343.3,Debit
2014.04,3353.7,Debit
2014.05,3364.7,Debit
2014.06,3372.3,Debit
2014.07,3377.6,Debit
2014.08,3381.3,Debit
2014.09,3386.5,Debit
2014.1,3394.3,Debit
2014.11,3401.3,Debit
2014.12,3410.7,Debit
2015.01,3419.9,Debit
2015.02,3428.2,Debit
2015.03,3436.2,Debit
2015.04,3442.6,Debit
2015.05,3447.8,Debit
2015.06,3455.4,Debit
2015.07,3464.9,Debit
2015.08,3471.0,Debit
2015.09,3473.8,Debit
2015.1,3478.0,Debit
2015.11,3483.8,Debit
2015.12,3489.9,Debit
2016.01,3498.5,Debit
2016.02,3506.9,Debit
2016.03,3513.2,Debit
2016.04,3521.8,Debit
2016.05,3531.1,Debit
2016.06,3534.7,Debit
2016.07,3533.1,Debit
2016.08,3528.1,Debit
2016.09,3519.4,Debit
2016.1,3509.4,Debit
2016.11,3506.1,Debit
2016.12,3504.5,Debit
2017.01,3501.1,Debit
2017.02,3498.4,Debit
2017.03,3497.0,Debit
2017.04,3493.2,Debit
2017.05,3486.9,Debit
2017.06,3478.7,Debit
2017.07,3468.9,Debit
2017.08,3465.1,Debit
2017.09,3472.8,Debit
2017.1,3482.6,Debit
2017.11,3480.8,Debit
2017.12,3467.8,Debit
2018.01,3448.9,Debit
2018.02,3431.9,Debit
2018.03,3423.3,Debit
2018.04,3424.4,Debit
2018.05,3431.0,Debit
2018.06,3439.2,Debit
2018.07,3448.5,Debit
2018.08,3453.0,Debit
2018.09,3445.2,Debit
2018.1,3431.6,Debit
2018.11,3418.9,Debit
2018.12,3414.1,Debit
2019.01,3419.0,Debit
2019.02,3428.4,Debit
2019.03,3434.5,Debit
2019.04,3433.1,Debit
2019.05,3430.9,Debit
2019.06,3437.3,Debit
2019.07,3453.7,Debit
2019.08,3474.1,Debit
2019.09,3487.5,Debit
2019.1,3487.5,Debit
2019.11,3477.0,Debit
2019.12,3463.0,Debit
2020.01,3449.0,Debit
2020.02,3430.2,Debit
2020.03,,Debit
2020.04,,Debit
2020.05,,Debit
2020.06,,Debit
2020.07,,Debit
2020.08,,Debit
2020.09,,Debit
2020.1,,Debit
2020.11,,Debit
2020.12,,Debit
2021.01,,Debit
2021.02,,Debit
2021.03,,Debit
2021.04,,Debit
2021.05,,Debit
2021.06,,Debit
2021.07,,Debit
2021.08,,Debit
2021.09,,Debit
2021.1,,Debit
2021.11,,Debit
2021.12,,Debit
2022.01,,Debit
2022.02,,Debit
2022.03,,Debit
2022.04,,Debit
2022.05,,Debit
2022.06,,Debit
2022.07,,Debit
2022.08,,Debit
2022.09,,Debit
2022.1,,Debit
2022.11,,Debit
2022.12,,Debit
2000.01,,Consumables
2000.02,,Consumables
2000.03,,Consumables
2000.04,,Consumables
2000.05,,Consumables
2000.06,,Consumables
2000.07,,Consumables
2000.08,,Consumables
2000.09,,Consumables
2000.1,,Consumables
2000.11,,Consumables
2000.12,,Consumables
2001.01,,Consumables
2001.02,,Consumables
2001.03,,Consumables
2001.04,,Consumables
2001.05,,Consumables
2001.06,,Consumables
2001.07,,Consumables
2001.08,,Consumables
2001.09,,Consumables
2001.1,,Consumables
2001.11,,Consumables
2001.12,,Consumables
2002.01,,Consumables
2002.02,,Consumables
2002.03,,Consumables
2002.04,,Consumables
2002.05,,Consumables
2002.06,,Consumables
2002.07,,Consumables
2002.08,,Consumables
2002.09,,Consumables
2002.1,773.7,Consumables
2002.11,778.7,Consumables
2002.12,910.6,Consumables
2003.01,776.8,Consumables
2003.02,724.6,Consumables
2003.03,782.5,Consumables
2003.04,755.9,Consumables
2003.05,786.7,Consumables
2003.06,737.8,Consumables
2003.07,782.0,Consumables
2003.08,804.5,Consumables
2003.09,765.8,Consumables
2003.1,839.1,Consumables
2003.11,833.0,Consumables
2003.12,980.9,Consumables
2004.01,840.2,Consumables
2004.02,793.0,Consumables
2004.03,835.0,Consumables
2004.04,819.9,Consumables
2004.05,829.8,Consumables
2004.06,797.5,Consumables
2004.07,846.9,Consumables
2004.08,836.9,Consumables
2004.09,827.8,Consumables
2004.1,875.2,Consumables
2004.11,894.3,Consumables
2004.12,1068.2,Consumables
2005.01,902.2,Consumables
2005.02,849.2,Consumables
2005.03,923.6,Consumables
2005.04,886.2,Consumables
2005.05,894.9,Consumables
2005.06,878.5,Consumables
2005.07,909.2,Consumables
2005.08,912.9,Consumables
2005.09,914.1,Consumables
2005.1,970.3,Consumables
2005.11,980.0,Consumables
2005.12,1154.6,Consumables
2006.01,963.9,Consumables
2006.02,903.1,Consumables
2006.03,992.5,Consumables
2006.04,968.1,Consumables
2006.05,974.9,Consumables
2006.06,950.7,Consumables
2006.07,979.1,Consumables
2006.08,993.8,Consumables
2006.09,978.7,Consumables
2006.1,1049.2,Consumables
2006.11,1069.0,Consumables
2006.12,1257.3,Consumables
2007.01,1046.1,Consumables
2007.02,997.6,Consumables
2007.03,1094.0,Consumables
2007.04,1034.4,Consumables
2007.05,1061.5,Consumables
2007.06,1028.1,Consumables
2007.07,1045.1,Consumables
2007.08,1080.1,Consumables
2007.09,1057.8,Consumables
2007.1,1115.0,Consumables
2007.11,1142.8,Consumables
2007.12,1340.3,Consumables
2008.01,1131.9,Consumables
2008.02,1096.5,Consumables
2008.03,1166.0,Consumables
2008.04,1089.4,Consumables
2008.05,1134.9,Consumables
2008.06,1062.2,Consumables
2008.07,1108.8,Consumables
2008.08,1155.4,Consumables
2008.09,1131.9,Consumables
2008.1,1220.0,Consumables
2008.11,1238.4,Consumables
2008.12,1440.0,Consumables
2009.01,1244.3,Consumables
2009.02,1141.5,Consumables
2009.03,1236.4,Consumables
2009.04,1214.8,Consumables
2009.05,1239.8,Consumables
2009.06,1176.4,Consumables
2009.07,1232.7,Consumables
2009.08,1248.4,Consumables
2009.09,1219.5,Consumables
2009.1,1298.2,Consumables
2009.11,1275.6,Consumables
2009.12,1530.0,Consumables
2010.01,1281.9,Consumables
2010.02,1195.4,Consumables
2010.03,1310.7,Consumables
2010.04,1240.5,Consumables
2010.05,1263.4,Consumables
2010.06,1210.3,Consumables
2010.07,1283.8,Consumables
2010.08,1276.9,Consumables
2010.09,1283.9,Consumables
2010.1,1392.7,Consumables
2010.11,1384.3,Consumables
2010.12,1651.0,Consumables
2011.01,1378.6,Consumables
2011.02,1295.5,Consumables
2011.03,1414.8,Consumables
2011.04,1384.3,Consumables
2011.05,1374.9,Consumables
2011.06,1345.4,Consumables
2011.07,1400.3,Consumables
2011.08,1398.7,Consumables
2011.09,1402.0,Consumables
2011.1,1474.4,Consumables
2011.11,1451.9,Consumables
2011.12,1742.5,Consumables
2012.01,1441.3,Consumables
2012.02,1405.3,Consumables
2012.03,1503.9,Consumables
2012.04,1426.3,Consumables
2012.05,1445.0,Consumables
2012.06,1409.3,Consumables
2012.07,1434.8,Consumables
2012.08,1478.0,Consumables
2012.09,1444.3,Consumables
2012.1,1503.9,Consumables
2012.11,1528.3,Consumables
2012.12,1798.7,Consumables
2013.01,1525.8,Consumables
2013.02,1424.7,Consumables
2013.03,1553.7,Consumables
2013.04,1443.5,Consumables
2013.05,1492.2,Consumables
2013.06,1435.5,Consumables
2013.07,1470.4,Consumables
2013.08,1522.9,Consumables
2013.09,1465.1,Consumables
2013.1,1571.2,Consumables
2013.11,1600.2,Consumables
2013.12,1855.9,Consumables
2014.01,1571.4,Consumables
2014.02,1464.8,Consumables
2014.03,1599.5,Consumables
2014.04,1533.4,Consumables
2014.05,1595.0,Consumables
2014.06,1497.0,Consumables
2014.07,1562.1,Consumables
2014.08,1599.5,Consumables
2014.09,1537.0,Consumables
2014.1,1658.7,Consumables
2014.11,1667.3,Consumables
2014.12,1955.8,Consumables
2015.01,1703.3,Consumables
2015.02,1557.6,Consumables
2015.03,1693.7,Consumables
2015.04,1619.8,Consumables
2015.05,1665.3,Consumables
2015.06,1582.2,Consumables
2015.07,1652.6,Consumables
2015.08,1677.8,Consumables
2015.09,1637.5,Consumables
2015.1,1779.2,Consumables
2015.11,1747.1,Consumables
2015.12,2079.6,Consumables
2016.01,1756.1,Consumables
2016.02,1706.2,Consumables
2016.03,1805.7,Consumables
2016.04,1718.0,Consumables
2016.05,1730.9,Consumables
2016.06,1678.0,Consumables
2016.07,1743.7,Consumables
2016.08,1729.9,Consumables
2016.09,1725.0,Consumables
2016.1,1840.1,Consumables
2016.11,1848.2,Consumables
2016.12,2198.1,Consumables
2017.01,1863.3,Consumables
2017.02,1762.9,Consumables
2017.03,1917.9,Consumables
2017.04,1864.4,Consumables
2017.05,1863.6,Consumables
2017.06,1810.8,Consumables
2017.07,1853.7,Consumables
2017.08,1883.6,Consumables
2017.09,1861.5,Consumables
2017.1,1957.8,Consumables
2017.11,1986.7,Consumables
2017.12,2343.2,Consumables
2018.01,1966.0,Consumables
2018.02,1841.2,Consumables
2018.03,2083.0,Consumables
2018.04,1864.5,Consumables
2018.05,1948.6,Consumables
2018.06,1885.9,Consumables
2018.07,1923.2,Consumables
2018.08,1970.7,Consumables
2018.09,1950.2,Consumables
2018.1,2053.3,Consumables
2018.11,2068.6,Consumables
2018.12,2420.5,Consumables
2019.01,2065.6,Consumables
2019.02,1938.0,Consumables
2019.03,2126.2,Consumables
2019.04,2002.0,Consumables
2019.05,2039.5,Consumables
2019.06,1947.7,Consumables
2019.07,1981.5,Consumables
2019.08,2055.5,Consumables
2019.09,1996.0,Consumables
2019.1,2122.1,Consumables
2019.11,2169.2,Consumables
2019.12,2501.3,Consumables
2020.01,2142.3,Consumables
2020.02,2128.0,Consumables
2020.03,2612.3,Consumables
2020.04,2194.0,Consumables
2020.05,2293.2,Consumables
2020.06,2152.7,Consumables
2020.07,2226.9,Consumables
2020.08,2320.7,Consumables
2020.09,2201.7,Consumables
2020.1,2332.3,Consumables
2020.11,2284.7,Consumables
2020.12,2689.7,Consumables
2021.01,2262.2,Consumables
2021.02,2094.6,Consumables
2021.03,2289.2,Consumables
2021.04,2185.3,Consumables
2021.05,2255.5,Consumables
2021.06,2191.5,Consumables
2021.07,2291.7,Consumables
2021.08,2470.8,Consumables
2021.09,2358.3,Consumables
2021.1,2486.9,Consumables
2021.11,2431.8,Consumables
2021.12,2853.0,Consumables
2022.01,2474.5,Consumables
2022.02,2176.0,Consumables
2022.03,2384.7,Consumables
2022.04,2328.3,Consumables
2022.05,2336.8,Consumables
2022.06,2256.6,Consumables
2022.07,2358.4,Consumables
2022.08,2377.9,Consumables
2022.09,2389.2,Consumables
2022.1,2548.7,Consumables
2022.11,2542.7,Consumables
2022.12,3064.5,Consumables
2000.01,,Durables
2000.02,,Durables
2000.03,,Durables
2000.04,,Durables
2000.05,,Durables
2000.06,,Durables
2000.07,,Durables
2000.08,,Durables
2000.09,,Durables
2000.1,,Durables
2000.11,,Durables
2000.12,,Durables
2001.01,,Durables
2001.02,,Durables
2001.03,,Durables
2001.04,,Durables
2001.05,,Durables
2001.06,,Durables
2001.07,,Durables
2001.08,,Durables
2001.09,,Durables
2001.1,,Durables
2001.11,,Durables
2001.12,,Durables
2002.01,,Durables
2002.02,,Durables
2002.03,,Durables
2002.04,,Durables
2002.05,,Durables
2002.06,,Durables
2002.07,,Durables
2002.08,,Durables
2002.09,,Durables
2002.1,684.4,Durables
2002.11,713.8,Durables
2002.12,1037.2,Durables
2003.01,666.7,Durables
2003.02,603.4,Durables
2003.03,664.7,Durables
2003.04,664.1,Durables
2003.05,685.6,Durables
2003.06,637.2,Durables
2003.07,690.8,Durables
2003.08,673.9,Durables
2003.09,670.4,Durables
2003.1,742.5,Durables
2003.11,786.3,Durables
2003.12,1141.5,Durables
2004.01,714.4,Durables
2004.02,663.4,Durables
2004.03,724.0,Durables
2004.04,721.7,Durables
2004.05,725.8,Durables
2004.06,690.5,Durables
2004.07,745.4,Durables
2004.08,708.8,Durables
2004.09,717.6,Durables
2004.1,780.5,Durables
2004.11,823.5,Durables
2004.12,1175.3,Durables
2005.01,768.5,Durables
2005.02,709.5,Durables
2005.03,790.2,Durables
2005.04,782.9,Durables
2005.05,765.3,Durables
2005.06,750.8,Durables
2005.07,790.3,Durables
2005.08,760.1,Durables
2005.09,775.9,Durables
2005.1,838.8,Durables
2005.11,881.4,Durables
2005.12,1251.6,Durables
2006.01,802.6,Durables
2006.02,742.7,Durables
2006.03,841.3,Durables
2006.04,805.6,Durables
2006.05,826.8,Durables
2006.06,808.2,Durables
2006.07,820.2,Durables
2006.08,804.0,Durables
2006.09,831.2,Durables
2006.1,889.3,Durables
2006.11,942.7,Durables
2006.12,1372.5,Durables
2007.01,875.7,Durables
2007.02,819.5,Durables
2007.03,918.0,Durables
2007.04,872.7,Durables
2007.05,876.6,Durables
2007.06,873.2,Durables
2007.07,874.3,Durables
2007.08,874.8,Durables
2007.09,888.9,Durables
2007.1,946.1,Durables
2007.11,1017.8,Durables
2007.12,1435.7,Durables
2008.01,899.6,Durables
2008.02,870.0,Durables
2008.03,901.3,Durables
2008.04,866.3,Durables
2008.05,895.7,Durables
2008.06,818.9,Durables
2008.07,870.8,Durables
2008.08,860.4,Durables
2008.09,858.1,Durables
2008.1,943.0,Durables
2008.11,988.6,Durables
2008.12,1450.3,Durables
